name,company,year,Price,kms_driven,fuel_type,transmission
SKODA SUPERB1.8 TSI STYLE AT,SKODA,2016,"13,96,899",37870 kms,Petrol,Automatic
MAHINDRA XUV500W6 4X2,MAHINDRA,2015,"8,50,099",42995 kms,Diesel,Manual
MERCEDES BENZ C CLASS200 CGI AVANTGARDE,MERCEDES,2011,"8,39,999",53018 kms,Petrol,Manual
HYUNDAI ELITE I20ASTA 1.2 (O),HYUNDAI,2017,"7,62,244",11225 kms,Petrol,Manual
MARUTI BALENOALPHA 1.2 K12,MARUTI,2018,"6,98,999",38644 kms,Petrol,Manual
MARUTI SWIFT DZIREVDI BS IV,MARUTI,2012,"4,37,599",81886 kms,Diesel,Manual
KIA SELTOSGTX 1.4 GDI AT PETROL,KIA,2019,"16,20,899",20989 kms,Petrol,Automatic
MARUTI VITARA BREZZAZDI PLUS DUAL TONE,MARUTI,2016,"7,86,099",51377 kms,Diesel,Manual
TOYOTA INNOVA CRYSTA2.8 ZX AT 7 STR,TOYOTA,2016,"18,09,099",35507 kms,Diesel,Automatic
MG HECTORSHARP 2.0 DIESEL,MG,2019,"18,64,299",14939 kms,Diesel,Manual
MARUTI VITARA BREZZAZDI,MARUTI,2019,"10,61,499",3269 kms,Diesel,Manual
MARUTI WAGON R 1.0LXI,MARUTI,2013,"2,73,099",89130 kms,Petrol + CNG,Manual
HYUNDAI I20ASTA 1.2,HYUNDAI,2013,"5,13,499",41048 kms,Petrol,Manual
MARUTI SWIFTVDI,MARUTI,2019,"7,05,000",21280 kms,Diesel,Manual
HONDA JAZZ1.2 V AT,HONDA,2018,"7,45,000",16857 kms,Petrol,Automatic
HONDA CITYVX CVT PETROL,HONDA,2016,"8,57,299",26424 kms,Petrol,Automatic
HYUNDAI I20ASTA 1.2,HYUNDAI,2012,"4,05,099",66639 kms,Petrol,Manual
MARUTI SWIFTVDI,MARUTI,2013,"5,08,099",52318 kms,Diesel,Manual
VOLKSWAGEN VENTOHIGHLINE DIESEL,VOLKSWAGEN,2013,"4,20,000",71435 kms,Diesel,Manual
MARUTI DZIREVDI,MARUTI,2018,"7,04,999",52996 kms,Diesel,Manual
TOYOTA ETIOSVD,TOYOTA,2012,"3,62,999",91003 kms,Diesel,Manual
KIA SELTOSHTK 1.5 PETROL,KIA,2020,"12,49,199",22656 kms,Petrol,Manual
HONDA CITYS MT PETROL,HONDA,2009,"2,30,000",86276 kms,Petrol,Manual
HONDA WR-V1.2 I-VTEC VX MT,HONDA,2018,"7,76,799",14723 kms,Petrol,Manual
TATA HEXAVARICOR 400 XMA,TATA,2018,"12,20,899",35540 kms,Diesel,Automatic
MARUTI WAGON R 1.0LXI CNG,MARUTI,2013,"3,06,000",72521 kms,Petrol + CNG,Manual
TOYOTA ,TOYOTA,2019,"7,09,199",5135 kms,Petrol,
TOYOTA URBAN CRUISERHIGH MT,TOYOTA,2020,"9,50,599",17202 kms,Petrol,Manual
HYUNDAI I20SPORTZ O 1.4 CRDI,HYUNDAI,2011,"3,25,000",88728 kms,Diesel,Manual
TATA NEXONXZ+ 1.5,TATA,2018,"8,92,399",23307 kms,Diesel,Manual
MARUTI CELERIOVXI CNG,MARUTI,2018,"5,30,000",22141 kms,Petrol + CNG,Manual
BMW 5 SERIES525I,BMW,2008,"4,65,000",66540 kms,Petrol,Automatic
HYUNDAI I20SPORTZ 1.2 O,HYUNDAI,2011,"2,88,000",78267 kms,Petrol,Manual
MARUTI VITARA BREZZAVDI,MARUTI,2017,"7,48,799",24165 kms,Diesel,Manual
MARUTI ALTO 800LXI,MARUTI,2016,"3,23,599",47995 kms,Petrol,Manual
MARUTI SWIFTVXI,MARUTI,2014,"4,38,299",68765 kms,Petrol,Manual
MARUTI VITARA BREZZAZDI,MARUTI,2017,"8,48,000",35546 kms,Diesel,Manual
TATA NANOXT TWIST,TATA,2014,"1,25,000",85057 kms,Petrol,Manual
MARUTI VITARA BREZZAZDI,MARUTI,2018,"8,55,699",36393 kms,Diesel,Manual
MARUTI ERTIGAZDI PLUS SHVS,MARUTI,2017,"8,93,099",57461 kms,Diesel,Manual
HYUNDAI I20SPORTZ 1.4 CRDI,HYUNDAI,2012,"3,60,000",73606 kms,Diesel,Manual
MARUTI VITARA BREZZAVDI,MARUTI,2019,"9,00,000",27525 kms,Diesel,Manual
HYUNDAI VERNAFLUIDIC 1.6 EX CRDI,HYUNDAI,2012,"4,49,000",60447 kms,Diesel,Manual
HYUNDAI ,HYUNDAI,2019,"10,87,999",26447 kms,Petrol,
MARUTI VITARA BREZZAZDI PLUS DUAL TONE,MARUTI,2018,"8,92,299",37061 kms,Diesel,Manual
MAHINDRA SCORPIOS6,MAHINDRA,2014,"9,39,000",52132 kms,Diesel,Manual
MARUTI DZIREVDI AMT,MARUTI,2018,"7,95,199",37973 kms,Diesel,Automatic
HYUNDAI EONERA PLUS,HYUNDAI,2015,"2,49,199",67277 kms,Petrol,Manual
MARUTI ERTIGAZXI,MARUTI,2014,"6,28,000",36604 kms,Petrol,Manual
HONDA JAZZ1.2 V AT,HONDA,2017,"6,29,499",60860 kms,Petrol,Automatic
MARUTI VITARA BREZZAVDI,MARUTI,2019,"9,52,499",21135 kms,Diesel,Manual
VOLKSWAGEN POLOCOMFORTLINE 1.2L DIESEL,VOLKSWAGEN,2013,"3,64,018",56651 kms,Diesel,Manual
JEEP COMPASSLIMITED O 1.4 AT,JEEP,2018,"16,66,099",25259 kms,Petrol,Automatic
MARUTI ALTO 800LXI,MARUTI,2012,"2,33,099",77470 kms,Petrol,Manual
TOYOTA GLANZAV MT PETROL,TOYOTA,2019,"7,55,000",19928 kms,Petrol,Manual
HYUNDAI CRETA1.6 E + VTVT,HYUNDAI,2018,"9,95,000",18544 kms,Petrol,Manual
TOYOTA COROLLA ALTISVL AT,TOYOTA,2015,"10,81,399",67059 kms,Petrol,Automatic
MARUTI VITARA BREZZAZDI PLUS,MARUTI,2019,"10,18,000",28073 kms,Diesel,Manual
MARUTI VITARA BREZZAZDI + AMT,MARUTI,2018,"9,30,999",25675 kms,Diesel,Automatic
MARUTI CIAZZETA 1.4 VVT AMT,MARUTI,2018,"8,17,399",30699 kms,Petrol,Automatic
TATA NEXONXZA + 1.2 PETROL A/T,TATA,2019,"8,89,999",14924 kms,Petrol,Automatic
MAHINDRA XUV500W11 (O) AT,MAHINDRA,2018,"16,51,000",29689 kms,Diesel,Manual
VOLKSWAGEN JETTACOMFORTLINE 2.0L TDI,VOLKSWAGEN,2011,"4,70,000",71235 kms,Diesel,Manual
MARUTI CIAZZDI,MARUTI,2016,"6,55,000",65148 kms,Diesel,Manual
MARUTI CIAZALPHA 1.3 DDIS SHVS,MARUTI,2018,"9,24,699",28557 kms,Diesel,Manual
MARUTI WAGON R 1.0LXI CNG,MARUTI,2018,"4,48,000",41129 kms,Petrol + CNG,Manual
HYUNDAI VENUE1.0 TURBO GDI SX+ AT,HYUNDAI,2019,"10,27,999",29164 kms,Petrol,Automatic
MARUTI SWIFTVDI,MARUTI,2012,"4,32,499",81900 kms,Diesel,Manual
MARUTI ALTO K10VXI,MARUTI,2012,"1,96,174",79287 kms,Petrol,Manual
RENAULT KWIDRXT,RENAULT,2017,"3,67,399",47489 kms,Petrol,Manual
HONDA CITYZX MT I-DTEC,HONDA,2017,"9,95,000",28126 kms,Diesel,Manual
RENAULT KWIDRXL,RENAULT,2017,"3,28,099",43347 kms,Petrol,Manual
FORD ECOSPORT1.5TITANIUM TDCI,FORD,2017,"8,10,000",51901 kms,Diesel,Manual
MARUTI ERTIGAZDI,MARUTI,2012,"4,84,599",93867 kms,Diesel,Manual
MARUTI VITARA BREZZAVDI OPT,MARUTI,2018,"7,58,999",64083 kms,Diesel,Manual
TOYOTA INNOVA CRYSTA2.8 ZX AT 7 STR,TOYOTA,2016,"17,82,099",35309 kms,Diesel,Automatic
VOLKSWAGEN AMEOHIGHLINE 1.5,VOLKSWAGEN,2017,"5,67,499",59571 kms,Diesel,Manual
MARUTI CELERIOVXI AMT,MARUTI,2014,"3,22,599",84239 kms,Petrol,Automatic
VOLKSWAGEN AMEOCOMFORTLINE 1.2,VOLKSWAGEN,2016,"4,11,000",86431 kms,Petrol,Manual
VOLKSWAGEN VENTOHIGHLINE PETROL,VOLKSWAGEN,2013,"4,84,299",65284 kms,Petrol,Manual
HONDA CIVICVX CVT I-VTEC,HONDA,2019,"16,81,199",15611 kms,Petrol,Automatic
VOLKSWAGEN POLOGT TSI 1.2 PETROL AT,VOLKSWAGEN,2015,"5,06,399",78669 kms,Petrol,Automatic
TOYOTA ETIOSG,TOYOTA,2011,"2,79,299",107845 kms,Petrol,Manual
MARUTI ERTIGAVDI SHVS,MARUTI,2017,"7,11,799",59847 kms,Diesel,Manual
CHEVROLET CRUZELT,CHEVROLET,2009,"2,28,000",79845 kms,Diesel,Manual
MARUTI SWIFTVDI,MARUTI,2013,"4,45,000",75144 kms,Diesel,Manual
MARUTI DZIREVDI,MARUTI,2018,"7,49,899",67535 kms,Diesel,Manual
HYUNDAI CRETA1.6 SX PLUS AUTO PETROL,HYUNDAI,2016,"9,07,699",51216 kms,Petrol,Automatic
HYUNDAI VERNAFLUIDIC 1.6 CRDI SX OPT AT,HYUNDAI,2014,"5,60,000",58588 kms,Diesel,Automatic
MARUTI ERTIGAZDI PLUS,MARUTI,2017,"9,25,000",34618 kms,Diesel,Manual
HONDA WR-V1.5 I-DTEC S MT,HONDA,2017,"7,42,299",75817 kms,Diesel,Manual
TOYOTA INNOVA2.5 V 7STR,TOYOTA,2008,"3,99,399",105759 kms,Diesel,Manual
MARUTI ERTIGAZXI PLUS,MARUTI,2018,"8,45,000",30109 kms,Petrol,Manual
MARUTI BALENOALPHA 1.2 K12,MARUTI,2017,"7,17,799",35746 kms,Petrol,Manual
MARUTI DZIREVDI,MARUTI,2019,"7,86,399",43858 kms,Diesel,Manual
HYUNDAI I20ASTA 1.2 O WITH SUNROOF,HYUNDAI,2009,"3,20,000",67586 kms,Petrol,Manual
MARUTI SWIFT DZIREVDI BS IV,MARUTI,2014,"5,48,499",87333 kms,Diesel,Manual
MARUTI WAGON R 1.0LXI CNG,MARUTI,2016,"3,95,000",73056 kms,Petrol + CNG,Manual
HONDA BR-V1.5 I-VTEC V CVT,HONDA,2016,"8,50,000",34067 kms,Petrol,Automatic
MARUTI ERTIGAZDI PLUS,MARUTI,2019,"11,40,000",39083 kms,Diesel,Manual
MARUTI VITARA BREZZAZDI + AMT,MARUTI,2018,"10,33,000",22904 kms,Diesel,Automatic
MARUTI SX4VXI,MARUTI,2009,"1,99,000",74713 kms,Petrol,Manual
MARUTI VITARA BREZZAVDI,MARUTI,2016,"7,04,299",73295 kms,Diesel,Manual
MARUTI CELERIOVXI AMT,MARUTI,2014,"3,99,000",58624 kms,Petrol,Automatic
MARUTI SWIFT DZIREVDI BS IV,MARUTI,2013,"5,02,899",87964 kms,Diesel,Manual
HONDA BR-V1.5 I-VTEC V CVT,HONDA,2016,"8,83,000",34810 kms,Petrol,Automatic
HONDA CITYV MT PETROL,HONDA,2011,"3,56,340",76992 kms,Petrol,Manual
FORD FIGO1.4 LXI DURATORQ,FORD,2013,"2,75,000",53394 kms,Diesel,Manual
MARUTI VITARA BREZZALDI OPT,MARUTI,2017,"7,02,205",70598 kms,Diesel,Manual
HYUNDAI XCENTBASE 1.2,HYUNDAI,2016,"3,60,000",83434 kms,Petrol,Manual
MARUTI ERTIGAZDI,MARUTI,2012,"6,09,000",73485 kms,Diesel,Manual
VOLKSWAGEN VENTOCOMFORTLINE MT PETROL,VOLKSWAGEN,2013,"4,56,699",71919 kms,Petrol,Manual
RENAULT DUSTER85 PS RXE,RENAULT,2014,"5,07,299",86253 kms,Diesel,Manual
MARUTI VITARA BREZZAZDI,MARUTI,2017,"7,69,583",74197 kms,Diesel,Manual
MARUTI DZIREVDI,MARUTI,2017,"6,54,899",62261 kms,Diesel,Manual
HYUNDAI VERNA1.6 SX VTVT AT (O),HYUNDAI,2017,"9,35,199",40733 kms,Petrol,Automatic
TATA TIAGOXZ 1.2 REVOTRON,TATA,2016,"3,86,699",77348 kms,Petrol,Manual
MARUTI RITZVXI BS IV,MARUTI,2010,"2,20,000",79723 kms,Petrol,Manual
HYUNDAI CRETA1.6 S,HYUNDAI,2015,"8,85,000",33616 kms,Petrol,Manual
HYUNDAI CRETA1.6 SX PLUS AUTO PETROL,HYUNDAI,2016,"9,73,899",22926 kms,Petrol,Automatic
HYUNDAI VERNA1.6 SX VTVT AT (O),HYUNDAI,2018,"10,25,000",42202 kms,Petrol,Automatic
MARUTI CELERIOVXI AMT,MARUTI,2017,"3,60,000",67451 kms,Petrol,Automatic
MARUTI VITARA BREZZAZDI PLUS,MARUTI,2017,"8,59,799",67034 kms,Diesel,Manual
MARUTI ALTO K10VXI,MARUTI,2016,"3,52,799",83458 kms,Petrol,Manual
SKODA RAPID1.6 MPI STYLE AT,SKODA,2018,"8,25,000",35874 kms,Petrol,Manual
VOLKSWAGEN PASSATHIGHLINE DSG,VOLKSWAGEN,2017,"23,75,000",33448 kms,Diesel,Automatic
HYUNDAI CRETA1.6 SX PLUS AUTO PETROL,HYUNDAI,2016,"8,82,099",65599 kms,Petrol,Automatic
HYUNDAI CRETA1.6 SX PLUS VTVT,HYUNDAI,2016,"9,50,399",36291 kms,Petrol,Manual
MARUTI CIAZDELTA 1.4 VVT,MARUTI,2017,"6,50,000",55229 kms,Petrol,Manual
VOLKSWAGEN VENTOHIGHLINE DIESEL,VOLKSWAGEN,2011,"2,98,299",112734 kms,Diesel,Manual
VOLKSWAGEN VENTOHIGHLINE 1.2 TSI AT,VOLKSWAGEN,2015,"5,38,899",87177 kms,Petrol,Manual
MAHINDRA ,MAHINDRA,2019,"17,00,000",69274 kms,Diesel,
SKODA LAURAAMBIENTE 1.8 TSI,SKODA,2010,"2,40,000",81732 kms,Petrol,Manual
TOYOTA INNOVA CRYSTA2.8 ZX AT 7 STR,TOYOTA,2018,"20,90,000",62241 kms,Diesel,Automatic
HONDA CITYVX MT DIESEL,HONDA,2014,"5,52,999",94530 kms,Diesel,Manual
MAHINDRA SCORPIOS2,MAHINDRA,2017,"8,90,000",44153 kms,Diesel,Manual
MARUTI CELERIOVXI,MARUTI,2015,"3,70,699",60748 kms,Petrol,Manual
MARUTI WAGON R 1.0VXI,MARUTI,2015,"3,49,999",75146 kms,Petrol,Manual
MARUTI ERTIGAVDI ABS,MARUTI,2013,"6,18,899",86834 kms,Diesel,Manual
MARUTI BALENOALPHA 1.2 K12,MARUTI,2018,"7,05,000",31876 kms,Petrol,Manual
MARUTI SWIFT DZIREVXI 1.2 BS IV,MARUTI,2012,"2,85,000",87198 kms,Petrol,Manual
MARUTI WAGON RLXI MINOR,MARUTI,2009,"1,77,799",101196 kms,Petrol,Manual
MAHINDRA TUV300T8 AT,MAHINDRA,2015,"5,40,299",94177 kms,Diesel,Automatic
MARUTI ERTIGAVDI SHVS LIMITED EDITION,MARUTI,2018,"8,78,899",54359 kms,Diesel,Manual
FORD ECOSPORT1.5 TITANIUM PLUS TI VCT AT,FORD,2017,"9,20,899",37819 kms,Petrol,Manual
VOLKSWAGEN AMEOHIGHLINE 1.5,VOLKSWAGEN,2017,"6,60,799",46354 kms,Diesel,Manual
MARUTI DZIREZXI PLUS AMT,MARUTI,2019,"8,26,000",19147 kms,Petrol,Automatic
HONDA BRIO1.2 S MT I VTEC,HONDA,2012,"3,06,599",98781 kms,Petrol,Manual
MAHINDRA ,MAHINDRA,2017,"6,32,000",44167 kms,Diesel,
MARUTI ERTIGAVDI,MARUTI,2012,"5,10,000",81874 kms,Diesel,Manual
MARUTI SWIFT DZIREVDI BS IV,MARUTI,2012,"3,85,299",118249 kms,Diesel,Manual
MARUTI ALTO K10VXI,MARUTI,2015,"3,09,899",62298 kms,Petrol,Manual
HONDA BR-V1.5 I-VTEC V CVT,HONDA,2018,"9,45,000",26128 kms,Petrol,Automatic
MARUTI VITARA BREZZAZDI PLUS DUAL TONE,MARUTI,2016,"8,12,799",62722 kms,Diesel,Manual
CHEVROLET SAIL UVA1.3 LT ABS,CHEVROLET,2014,"2,86,000",59403 kms,Diesel,Manual
MARUTI VITARA BREZZAZDI PLUS,MARUTI,2016,"8,05,099",80211 kms,Diesel,Manual
HYUNDAI CRETA1.6 SX (O) CRDI,HYUNDAI,2017,"11,70,000",37664 kms,Diesel,Manual
VOLKSWAGEN POLOHIGHLINE1.2L PETROL,VOLKSWAGEN,2011,"3,39,799",106319 kms,Petrol,Manual
MARUTI SWIFT DZIREVXI 1.2 BS IV,MARUTI,2014,"3,84,299",88009 kms,Petrol,Manual
MARUTI ERTIGAVDI ABS,MARUTI,2014,"6,00,000",69346 kms,Diesel,Manual
HYUNDAI GRAND I10SPORTZ 1.2 KAPPA VTVT,HYUNDAI,2018,"5,37,299",45521 kms,Petrol,Manual
MARUTI BALENOALPHA DDIS 190,MARUTI,2016,"6,26,799",81293 kms,Diesel,Manual
MARUTI DZIREVDI,MARUTI,2019,"8,41,000",36803 kms,Diesel,Manual
HYUNDAI CRETA1.6 SX PLUS AUTO PETROL,HYUNDAI,2017,"11,77,000",14811 kms,Petrol,Automatic
MARUTI ,MARUTI,2016,"6,09,000",69011 kms,Diesel,
MARUTI SWIFTZDI AMT,MARUTI,2018,"6,93,999",50418 kms,Diesel,Automatic
HONDA AMAZE1.5 EMT I DTEC,HONDA,2015,"4,23,899",84226 kms,Diesel,Manual
MARUTI S CROSSZETA 1.3 SHVS,MARUTI,2018,"9,13,922",46781 kms,Diesel,Manual
HYUNDAI ELITE I20SPORTZ 1.2,HYUNDAI,2017,"5,99,199",63212 kms,Petrol,Manual
HONDA JAZZ1.2 V AT,HONDA,2017,"6,88,799",49422 kms,Petrol,Automatic
RENAULT KWIDRXT OPT,RENAULT,2016,"3,92,199",59660 kms,Petrol,Manual
TOYOTA ,TOYOTA,2012,"65,00,000",19191 kms,Petrol,
MARUTI CIAZVDI+ SHVS,MARUTI,2016,"6,91,147",65296 kms,Diesel,Manual
MARUTI ERTIGAZDI,MARUTI,2019,"11,90,000",28142 kms,Diesel,Manual
HONDA JAZZ1.5 VX I DTEC,HONDA,2015,"4,80,000",72632 kms,Diesel,Manual
MARUTI VITARA BREZZAZDI + AMT,MARUTI,2018,"9,58,980",62859 kms,Diesel,Automatic
MARUTI ALTOLXI,MARUTI,2010,"1,41,999",112961 kms,Petrol,Manual
TATA HEXAVARICOR 400 XTA,TATA,2017,"12,45,499",30763 kms,Diesel,Automatic
HYUNDAI VERNAFLUIDIC 1.6 SX CRDI OPT,HYUNDAI,2013,"5,25,000",66937 kms,Diesel,Manual
MAHINDRA XUV500W10,MAHINDRA,2015,"11,14,199",47121 kms,Diesel,Manual
HONDA CITYV MT PETROL,HONDA,2013,"3,68,299",98921 kms,Petrol,Manual
HONDA MOBILIO1.5 V I VTEC,HONDA,2015,"5,09,000",85434 kms,Petrol,Manual
HONDA AMAZE1.5 SMT I DTEC,HONDA,2015,"4,71,399",81286 kms,Diesel,Manual
MARUTI ALTO 800LXI CNG,MARUTI,2015,"3,00,000",60634 kms,Petrol + CNG,Manual
FORD ECOSPORT1.5 TITANIUM TI VCT AT,FORD,2014,"6,25,000",51040 kms,Petrol,Automatic
MARUTI BALENODELTA DDIS 190,MARUTI,2016,"5,49,000",53911 kms,Diesel,Manual
TATA HEXAVARICOR 400 XTA,TATA,2018,"11,69,699",54600 kms,Diesel,Automatic
HYUNDAI VERNA1.6 CRDI SX,HYUNDAI,2017,"8,75,000",44076 kms,Diesel,Manual
MARUTI VITARA BREZZAVDI,MARUTI,2019,"8,89,099",44471 kms,Diesel,Manual
MG ,MG,2019,"18,19,399",37965 kms,Diesel,
MARUTI ALTO K10VXI AMT,MARUTI,2015,"3,19,899",87138 kms,Petrol,Manual
TOYOTA GLANZAV CVT,TOYOTA,2019,"7,43,799",41170 kms,Petrol,Automatic
HONDA CITYS MT PETROL,HONDA,2009,"2,30,899",110210 kms,Petrol,Manual
HYUNDAI XCENTE PLUS,HYUNDAI,2017,"5,91,699",45726 kms,Petrol,Manual
MAHINDRA XUV500W10 AT FWD,MAHINDRA,2017,"14,75,000",38630 kms,Diesel,Automatic
MARUTI CIAZVDI PLUS,MARUTI,2015,"5,23,999",83414 kms,Diesel,Manual
MARUTI SWIFT DZIREZXI 1.2 BS IV,MARUTI,2014,"5,02,799",74646 kms,Petrol,Manual
FORD FIESTATITANIUM PLUS PETROL AT,FORD,2012,"3,12,299",124474 kms,Petrol,Automatic
MARUTI CIAZZDI SHVS HYBIRD,MARUTI,2016,"6,37,899",82541 kms,Diesel,Manual
HYUNDAI SONATA TRANSFORM2.0 CRDI MT,HYUNDAI,2011,"3,33,000",109668 kms,Diesel,Manual
TOYOTA INNOVA2.5 GX 8 STR BS IV,TOYOTA,2012,"7,23,299",122351 kms,Diesel,Manual
TOYOTA INNOVA CRYSTA2.4 VX 7 STR,TOYOTA,2016,"14,85,000",60473 kms,Diesel,Manual
VOLKSWAGEN VENTOHIGHLINE DIESEL,VOLKSWAGEN,2013,"4,34,599",119721 kms,Diesel,Manual
MAHINDRA XUV500W10,MAHINDRA,2016,"10,25,000",57290 kms,Diesel,Manual
TOYOTA FORTUNER3.0 AT 4X2,TOYOTA,2014,"14,51,599",78969 kms,Diesel,Automatic
HONDA JAZZ1.2 V AT,HONDA,2016,"5,49,899",87453 kms,Petrol,Automatic
MARUTI WAGON R 1.0VXI AMT,MARUTI,2016,"3,90,000",85046 kms,Petrol,Automatic
VOLKSWAGEN VENTOHIGHLINE PETROL AT,VOLKSWAGEN,2013,"4,21,000",84907 kms,Petrol,Automatic
HYUNDAI NEW ELANTRA1.6 SX AT O,HYUNDAI,2015,"8,91,899",99008 kms,Diesel,Automatic
NISSAN SUNNYXV DIESEL,NISSAN,2012,"3,05,000",100477 kms,Diesel,Manual
TOYOTA ETIOS LIVAD 4D GD,TOYOTA,2012,"2,85,000",94569 kms,Diesel,Manual
TOYOTA COROLLA ALTISVL AT,TOYOTA,2016,"11,00,199",90509 kms,Petrol,Automatic
HYUNDAI CRETA1.6 SX PLUS PETROL,HYUNDAI,2017,"9,99,988",51326 kms,Petrol,Manual
MARUTI VITARA BREZZAVDI OPT,MARUTI,2017,"8,33,315",46027 kms,Diesel,Manual
VOLKSWAGEN POLOHIGHLINE1.2L PETROL,VOLKSWAGEN,2015,"5,12,199",65084 kms,Petrol,Manual
MARUTI ERTIGAZDI,MARUTI,2013,"5,14,799",160852 kms,Diesel,Manual
MARUTI CELERIOVXI,MARUTI,2018,"5,40,000",49469 kms,Petrol + CNG,Manual
HONDA AMAZE1.5 SMT I DTEC,HONDA,2015,"3,62,099",92265 kms,Diesel,Manual
RENAULT DUSTERRXL PETROL 104,RENAULT,2014,"4,75,000",92372 kms,Petrol,Manual
MARUTI SWIFTVDI,MARUTI,2019,"6,95,000",66257 kms,Diesel,Manual
FORD ECOSPORT1.5TITANIUM TDCI,FORD,2014,"5,07,600",95162 kms,Diesel,Manual
MARUTI ERTIGAZDI SHVS,MARUTI,2016,"7,27,799",96172 kms,Diesel,Manual
SKODA FABIACLASSIC 1.4 PD TDI,SKODA,2010,"1,50,000",121685 kms,Diesel,Manual
MARUTI BALENOZETA 1.2 K12 AMT,MARUTI,2017,"6,85,000",38472 kms,Petrol,Automatic
MARUTI VITARA BREZZAZDI,MARUTI,2018,"9,22,199",52403 kms,Diesel,Manual
MARUTI S CROSSZETA 1.3,MARUTI,2018,"8,90,000",41921 kms,Diesel,Manual
HYUNDAI CRETA1.6 VTVT SX AUTO,HYUNDAI,2018,"13,80,000",42163 kms,Petrol,Automatic
MARUTI VITARA BREZZAZDI PLUS DUAL TONE,MARUTI,2018,"9,32,800",61701 kms,Diesel,Manual
MARUTI SWIFTVDI,MARUTI,2014,"4,40,000",74000 kms,Diesel,Manual
HYUNDAI CRETA1.6 CRDI SX PLUS AUTO,HYUNDAI,2016,"9,65,000",95186 kms,Diesel,Automatic
MARUTI SWIFT DZIREVDI BS IV,MARUTI,2014,"5,27,099",107789 kms,Diesel,Manual
TATA HEXAXM+,TATA,2019,"12,40,099",56090 kms,Diesel,Manual
MAHINDRA XYLOD4 BS IV,MAHINDRA,2017,"6,75,000",61312 kms,Diesel,Manual
HYUNDAI XCENTSX 1.1 CRDI,HYUNDAI,2014,"3,65,799",93358 kms,Diesel,Manual
HYUNDAI CRETA1.6 SX PLUS AUTO PETROL,HYUNDAI,2017,"11,25,000",36803 kms,Petrol,Automatic
MARUTI SWIFTVDI,MARUTI,2013,"4,07,799",113192 kms,Diesel,Manual
MARUTI SWIFT DZIREVDI BS IV,MARUTI,2012,"5,21,099",93530 kms,Diesel,Manual
TOYOTA INNOVA2.5 GX 8 STR BS IV,TOYOTA,2012,"6,78,299",113131 kms,Diesel,Manual
HYUNDAI I10MAGNA 1.1 IRDE2,HYUNDAI,2012,"2,75,000",88631 kms,Petrol + CNG,Manual
MITSUBISHI PAJERO SPORT2.5 AT 4X2,MITSUBISHI,2017,"18,75,000",42036 kms,Diesel,Automatic
MARUTI ERTIGAVDI ABS,MARUTI,2015,"6,30,000",97408 kms,Diesel,Manual
HYUNDAI VERNAFLUIDIC 1.6 CRDI SX OPT AT,HYUNDAI,2013,"5,40,000",69409 kms,Diesel,Automatic
MARUTI ERTIGAVDI SHVS LIMITED EDITION,MARUTI,2018,"10,12,062",35137 kms,Diesel,Manual
TOYOTA INNOVA2.5 V 7STR,TOYOTA,2010,"5,04,599",172520 kms,Diesel,Manual
MAHINDRA BOLEROPOWER+ SLE,MAHINDRA,2018,"6,30,000",76919 kms,Diesel,Manual
HYUNDAI CRETA1.6 SX PLUS AUTO PETROL,HYUNDAI,2017,"11,00,000",44702 kms,Petrol,Automatic
MARUTI SWIFT DZIREZXI 1.2 BS IV,MARUTI,2013,"3,95,000",112332 kms,Petrol,Manual
TOYOTA INNOVA2.5 V 7STR,TOYOTA,2009,"5,02,000",87316 kms,Diesel,Manual
FORD ECOSPORT1.5 TITANIUM TI VCT AT,FORD,2015,"7,00,000",75107 kms,Petrol,Automatic
MARUTI ERTIGAVDI SHVS,MARUTI,2016,"7,78,899",105716 kms,Diesel,Manual
MARUTI ERTIGAZXI,MARUTI,2018,"7,90,000",40893 kms,Petrol,Manual
VOLKSWAGEN POLOHIGHLINE1.2L PETROL,VOLKSWAGEN,2015,"4,49,399",101000 kms,Petrol,Manual
MARUTI WAGON R 1.0VXI,MARUTI,2015,"3,40,000",70346 kms,Petrol,Manual
MARUTI ERTIGAVDI SHVS,MARUTI,2016,"8,40,899",96051 kms,Diesel,Manual
MARUTI S CROSSDELTA 1.3,MARUTI,2017,"6,96,099",103539 kms,Diesel,Manual
MARUTI VITARA BREZZAZDI PLUS,MARUTI,2016,"8,67,899",74337 kms,Diesel,Manual
MARUTI CIAZVDI PLUS,MARUTI,2014,"5,75,000",86599 kms,Diesel,Manual
MERCEDES BENZ E CLASSE 250 CDI AVANTGARDE,MERCEDES,2012,"13,45,000",76350 kms,Diesel,Manual
MARUTI BALENODELTA DDIS 190,MARUTI,2017,"6,32,731",76817 kms,Diesel,Manual
HONDA CITY ZXGXI,HONDA,2008,"16,75,000",80423 kms,Petrol,Manual
HONDA CITYVX MT PETROL,HONDA,2017,"8,61,648",74252 kms,Petrol,Manual
FORD ECOSPORT1.5 TREND TDCI,FORD,2014,"5,32,799",95884 kms,Diesel,Manual
MARUTI VITARA BREZZAZDI,MARUTI,2019,"9,38,599",57606 kms,Diesel,Manual
MARUTI SWIFT DZIREVXI 1.2 BS IV,MARUTI,2012,"4,04,399",106738 kms,Petrol,Manual
HONDA AMAZE1.5 EMT I DTEC,HONDA,2016,"5,25,000",56889 kms,Diesel,Manual
